abbrName	ncbiID	fullName	strain	norank_491	norank_57678	norank_56615	norank_12663	norank_31632	norank_64187	isolate	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2724161	norank_2724078	norank_2691594	norank_366617	norank_2724758	norank_2664420	norank_2730119	norank_2727852	norank_1433214	norank_2691586	norank_2720068	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_186626	norank_1437201	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_186625	norank_1489341	infraclass	norank_32525	norank_71240	norank_4447	subclass	norank_1437183	norank_85512	class	norank_2692248	norank_2290931	norank_2283794	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_78536	norank_58023	norank_716546	norank_3193	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_197562	norank_197563	norank_716545	phylum	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_33634	norank_2697495	norank_2698737	norank_3208	norank_1935183	norank_1783275	norank_2611341	norank_1798711	norank_68336	norank_1783257	norank_33511	norank_88770	norank_1783272	norank_1783270	norank_1206794	norank_33317	subkingdom	norank_33213	norank_6072	kingdom	norank_999999001	norank_2559587	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi9595	9595	Gorilla gorilla gorilla	9595	9595	9595	9595	9595	9595	9595	9595	9595	9595	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9593	9592	9592	9592	9592	9592	9592	9592	9592	207598	207598	207598	9604	9604	9604	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	314293	314293	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32524	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9598	9598	Pan troglodytes	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9596	9596	9596	9596	9596	9596	9596	9596	207598	207598	207598	9604	9604	9604	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	314293	314293	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32524	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9606	9606	Homo sapiens	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9605	9605	9605	9605	9605	9605	9605	9605	207598	207598	207598	9604	9604	9604	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	314293	314293	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32524	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9615	9615	Canis lupus familiaris	9615	9615	9615	9615	9615	9615	9615	9615	9615	9615	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9612	9611	9611	9611	9611	9611	9611	9611	9611	9611	9611	9611	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	379584	379584	33554	33554	33554	33554	33554	33554	33554	314145	314145	314145	314145	314145	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32524	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9913	9913	Bos taurus	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9903	9903	9903	9903	9903	9903	9903	9903	27592	27592	27592	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	35500	35500	35500	35500	9845	9845	91561	91561	91561	91561	91561	91561	91561	314145	314145	314145	314145	314145	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32524	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi106648	106648	Acinetobacter bereziniae	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	106648	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi106649	106649	Acinetobacter guillouiae	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	106649	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi106654	106654	Acinetobacter nosocomialis	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	106654	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1086014	1086014	Acinetobacter pittii D499	1086014	1086014	1086014	1086014	1086014	1086014	1086014	1086014	1086014	1086014	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	48296	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi108980	108980	Acinetobacter ursingii	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	108980	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi108981	108981	Acinetobacter schindleri	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	108981	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094469	1094469	Acinetobacter baumannii ABNIH5	1094469	1094469	1094469	1094469	1094469	1094469	1094469	1094469	1094469	1094469	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094470	1094470	Acinetobacter baumannii ABNIH6	1094470	1094470	1094470	1094470	1094470	1094470	1094470	1094470	1094470	1094470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094471	1094471	Acinetobacter baumannii ABNIH7	1094471	1094471	1094471	1094471	1094471	1094471	1094471	1094471	1094471	1094471	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094475	1094475	Acinetobacter baumannii ABNIH11	1094475	1094475	1094475	1094475	1094475	1094475	1094475	1094475	1094475	1094475	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094477	1094477	Acinetobacter baumannii ABNIH13	1094477	1094477	1094477	1094477	1094477	1094477	1094477	1094477	1094477	1094477	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094478	1094478	Acinetobacter baumannii ABNIH14	1094478	1094478	1094478	1094478	1094478	1094478	1094478	1094478	1094478	1094478	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094479	1094479	Acinetobacter baumannii ABNIH15	1094479	1094479	1094479	1094479	1094479	1094479	1094479	1094479	1094479	1094479	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094480	1094480	Acinetobacter baumannii ABNIH16	1094480	1094480	1094480	1094480	1094480	1094480	1094480	1094480	1094480	1094480	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094481	1094481	Acinetobacter baumannii ABNIH17	1094481	1094481	1094481	1094481	1094481	1094481	1094481	1094481	1094481	1094481	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094482	1094482	Acinetobacter baumannii ABNIH18	1094482	1094482	1094482	1094482	1094482	1094482	1094482	1094482	1094482	1094482	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094483	1094483	Acinetobacter baumannii ABNIH19	1094483	1094483	1094483	1094483	1094483	1094483	1094483	1094483	1094483	1094483	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1094484	1094484	Acinetobacter baumannii ABNIH20	1094484	1094484	1094484	1094484	1094484	1094484	1094484	1094484	1094484	1094484	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
